_id,Planning_ID,Implementation_By,Project,Site_ID,Site_Name,HO_Date,Scope,New_RAT,New_Sector,Approval_Status,Approval_Ref,IMP_Scenario,blank1,blank2,blank3,Tilt,Azimuth,Antenna_Height,New_RRU_Type,RRU_From,New_BTS_Type,BTS_From,New_Antenna_Type,Antenna_From,Cards_Type_n_From,Battery_count_n_From,Mobitel_Region,Planning_Engineer,On_Air_Target,Planning_Comments,Site_Engineer,Assigned_Date,Special_Tag,Coordinator_Comments,Sub_Contractor,Sub_Contractor_Remarks,Site_Status,Dependency,Responsible,Mobilization_Status,Mobilized_Date,Installation_Status,Installation_Date,Commissioning_Status,Commisioned_Date,SAR_Status,PAT_Status,PAT_Pass_Date,On_Air_Status,On_Air_Date,__v,createdAt,updatedAt,AWR_1,AWR_2,AWR_3,Approval_Received_Date,BOI_Approved,Balance_Material_Returned_Date,COW_Approved,COW_Number,COW_Submitted,CPL_Approved,CPL_Number,CPL_Submitted,Capitalization_Status,Capitalized_Date,Check_List_Submitted,Check_List_Verified,Civil_PAT_Date,Dependencies_On_Air_Target,ETA,FAC_Approved,FAC_Number,FAC_Submitted,Finance_Remarks,HO_Modification,HO_Modified_Date,ICL_Approved,IMP_PO_Issued,IMP_PO_Number,IMP_PR_Approved_Date,IMP_PR_Number,IMP_PR_Raised,IMP_PR_Submitted,Logistics_Remarks,MCW_Completed_Date,MCW_Requested_Date,Material_Reconciled,PAC_Invoice_Approved,PAC_Invoice_Number,PAC_Invoice_Submitted,PAT_Reference,PAT_Submitted,PI_Approved_ENG,PI_Number,PI_Submitted,PO_Closed_Date,PO_Status,Payment_Confirmed,Payment_Method,Port_Clearance,Power_Connected_Date,Received_To_Port,SAQ_Clearance_Date,SAR_Date,SAR_Reference,Supply_BOQ_Approved,Supply_BOQ_Submitted,Supply_PO_Issued,Supply_PO_Number,Supply_PR_Approved_Date,Supply_PR_Number,Supply_PR_Raise,Supply_PR_Status,Supply_PR_Submitted,TRC_Approved,TSSR_Approved_Date,TSSR_Referance,TSSR_Submitted_Date,TX_Connected_Date,currentUser
62e91155092ec9454c92a399,202214024,Mobitel Direct,Other Project 2022,New edite 8- 48,Cinnamon Red,2022-07-27,New edite 8- 48,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test15,null,N/A,Edit check 23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.956Z,2022-08-28T16:30:19.064Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a36e,202213055,Mobitel Direct,Other Project 2022,New edite 8- 49,TBC,2022-07-27,New edite 8- 49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test16,null,N/A,Edit check 24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.934Z,2022-08-28T16:30:19.064Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a38a,202214009,Mobitel Direct,Other Project 2022,New edite 8- 50,Hambanthota Convention Center,2022-07-27,New edite 8- 50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test17,null,N/A,Edit check 25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.946Z,2022-08-28T16:30:19.064Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a392,202214017,Mobitel Direct,Other Project 2022,New edite 8- 51,Laugfs Holding Head Office,2022-07-27,New edite 8- 51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test18,null,N/A,Edit check 26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.952Z,2022-08-28T16:30:19.064Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a370,202213057,Mobitel Direct,Other Project 2022,New edite 8- 52,TBC,2022-07-27,New edite 8- 52,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test19,null,N/A,Edit check 27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.935Z,2022-08-28T16:30:19.064Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a379,202213066,Mobitel Direct,Other Project 2022,New edite 8- 53,TBC,2022-07-27,New edite 8- 53,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test20,null,N/A,Edit check 28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.939Z,2022-08-28T16:30:19.064Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a36c,202213053,Mobitel Direct,Other Project 2022,New edite 8- 54,TBC,2022-07-27,New edite 8- 54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test21,null,N/A,Edit check 29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.933Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a36f,202213056,Mobitel Direct,Other Project 2022,New edite 8- 55,TBC,2022-07-27,New edite 8- 55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test22,null,N/A,Edit check 30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.935Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a38b,202214010,Mobitel Direct,Other Project 2022,New edite 8- 56,Hilton,2022-07-27,New edite 8- 56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test23,null,N/A,Edit check 31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.946Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a396,202214021,Mobitel Direct,Other Project 2022,New edite 8- 57,On 320,2022-07-27,New edite 8- 57,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N/A,Edit check 32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.955Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a372,202213059,Mobitel Direct,Other Project 2022,New edite 8- 58,TBC,2022-07-27,New edite 8- 58,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N/A,Edit check 33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.936Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a387,202214006,Mobitel Direct,Other Project 2022,New edite 8- 59,Fortress,2022-07-27,New edite 8- 59,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N/A,Edit check 34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.946Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a391,202214016,Mobitel Direct,Other Project 2022,New edite 8- 60,Kingsbury,2022-07-27,New edite 8- 60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N/A,Edit check 35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.952Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a37e,202213071,Mobitel Direct,Other Project 2022,New edite 8- 61,TBC,2022-07-27,New edite 8- 61,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N/A,Edit check 36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.942Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a37f,202213072,Mobitel Direct,Other Project 2022,New edite 8- 62,TBC,2022-07-27,New edite 8- 62,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N/A,Edit check 37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.943Z,2022-08-28T16:30:19.065Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a380,202213073,Mobitel Direct,Other Project 2022,New edite 8- 63,TBC,2022-07-27,New edite 8- 63,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N/A,Edit check 38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.944Z,2022-08-28T16:30:19.066Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a378,202213065,Mobitel Direct,Other Project 2022,New edite 8- 64,TBC,2022-07-27,New edite 8- 64,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test1,null,N/A,Edit check 39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.939Z,2022-08-28T16:30:19.066Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a388,202214007,Mobitel Direct,Other Project 2022,New edite 8- 65,Galle Face Hotel,2022-07-27,New edite 8- 65,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test2,null,N/A,Edit check 40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.946Z,2022-08-28T16:30:19.066Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a371,202213058,Mobitel Direct,Other Project 2022,New edite 8- 66,TBC,2022-07-27,New edite 8- 66,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test3,null,N/A,Edit check 41,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.935Z,2022-08-28T16:30:19.066Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a373,202213060,Mobitel Direct,Other Project 2022,New edite 8- 67,TBC,2022-07-27,New edite 8- 67,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test4,null,N/A,Edit check 42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.936Z,2022-08-28T16:30:19.066Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a381,202213074,Mobitel Direct,Other Project 2022,New edite 8- 68,TBC,2022-07-27,New edite 8- 68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test5,null,N/A,Edit check 43,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.944Z,2022-08-28T16:30:19.066Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a385,202214004,Mobitel Direct,Other Project 2022,New edite 8- 69,Empire Towers A,2022-07-27,New edite 8- 69,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test6,null,N/A,Edit check 44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.945Z,2022-08-28T16:30:19.066Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a389,202214008,Mobitel Direct,Other Project 2022,New edite 8- 70,Havelock_City_Phase_2_(Davidson_Tower),2022-07-27,New edite 8- 70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test7,null,N/A,Edit check 45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.946Z,2022-08-28T16:30:19.066Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a37b,202213068,Mobitel Direct,Other Project 2022,New edite 8- 71,TBC,2022-07-27,New edite 8- 71,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test8,null,N/A,Edit check 46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.940Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a37d,202213070,Mobitel Direct,Other Project 2022,New edite 8- 72,TBC,2022-07-27,New edite 8- 72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test9,null,N/A,Edit check 47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.941Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a383,202214002,Mobitel Direct,Other Project 2022,New edite 8- 73,Cinnamon Grand Stage1,2022-07-27,New edite 8- 73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test10,null,N/A,Edit check 48,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.945Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a38d,202214012,Mobitel Direct,Other Project 2022,New edite 8- 74,Holiday Inn (Ramada Colombo),2022-07-27,New edite 8- 74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test11,null,N/A,Edit check 49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.949Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a36b,202213052,Mobitel Direct,Other Project 2022,New edite 8- 75,TBC,2022-07-27,New edite 8- 75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test12,null,N/A,Edit check 50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.933Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a376,202213063,Mobitel Direct,Other Project 2022,New edite 8- 76,TBC,2022-07-27,New edite 8- 76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test13,null,N/A,Edit check 51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.938Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a37c,202213069,Mobitel Direct,Other Project 2022,New edite 8- 77,TBC,2022-07-27,New edite 8- 77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test14,null,N/A,Edit check 52,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.941Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a397,202214022,Mobitel Direct,Other Project 2022,New edite 8- 78,Royal Palms Kalutara,2022-07-27,New edite 8- 78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test15,null,N/A,Edit check 53,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.955Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a37a,202213067,Mobitel Direct,Other Project 2022,New edite 8- 79,TBC,2022-07-27,New edite 8- 79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test16,null,N/A,Edit check 54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.940Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91155092ec9454c92a39a,202214025,Mobitel Direct,Other Project 2022,New edite 8- 80,Seylan Towers,2022-07-27,New edite 8- 80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test17,null,N/A,Edit check 55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:13.956Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91171092ec9454c92a3b2,202214044,Mobitel Direct,Other Project 2022,New edite 8- 81,Kahandamodara,2022-07-27,New edite 8- 81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test18,null,N/A,Edit check 56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:41.646Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91171092ec9454c92a3a7,202214033,Mobitel Direct,Other Project 2022,New edite 8- 82,Nugethota,2022-07-27,New edite 8- 82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test19,null,N/A,Edit check 57,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:41.645Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91171092ec9454c92a3a2,202214028,Mobitel Direct,Other Project 2022,New edite 8- 83,Grand Udawalawe Safari Resort,2022-07-27,New edite 8- 83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test20,null,N/A,Edit check 58,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:41.644Z,2022-08-28T16:30:19.067Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91171092ec9454c92a3a0,202214026,Mobitel Direct,Other Project 2022,New edite 8- 84,Taj Samudra,2022-07-27,New edite 8- 84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test21,null,N/A,Edit check 59,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:41.644Z,2022-08-28T16:30:19.068Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62e91171092ec9454c92a3a9,202214035,Mobitel Direct,Other Project 2022,New edite 8- 85,Karawitagara,2022-07-27,New edite 8- 85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test22,null,N/A,Edit check 60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2022-08-02T11:58:41.645Z,2022-08-28T16:30:19.068Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
